id,nni,first_name,last_name,full_name,gender,birth_date,phone,email,wilaya_id,wilaya_name,profile_type,kyc_level,status,registration_date,last_login,created_at,updated_at
2859,8202813981,Bilal,Ould Ahmedou,Bilal Ould Ahmedou,M,1982-09-12,+22235596340,,2,Nouakchott-Ouest,ACTIVE,,ACTIVE,2022-12-04,2023-02-25T17:23:06.115Z,2022-12-04T07:59:17.064Z,2023-02-25T17:23:06.115Z
2860,0402469229,Hamadi,Ould Abdallah,Hamadi Ould Abdallah,M,2004-03-13,+22224905704,hamadi.ouldabdallah458@yahoo.fr,2,Nouakchott-Ouest,STANDARD,,ACTIVE,2022-02-04,2022-12-23T10:33:44.553Z,2022-02-04T13:46:19.395Z,2022-12-23T10:33:44.553Z
2861,7515724214,Yacouba,Dia,Yacouba Dia,M,1975-11-15,+22223792843,yacouba.dia961@yahoo.fr,15,Tiris Zemmour,PREMIUM,,PENDING_KYC,2022-03-27,2024-12-13T00:26:59.029Z,2022-03-27T01:39:12.228Z,2024-12-13T00:26:59.029Z
2862,9308922407,Rokaya,Mint Wedadi,Rokaya Mint Wedadi,F,1993-05-04,+22225630057,,8,Guidimaka,DORMANT,,ACTIVE,2024-02-25,2024-07-13T07:24:58.422Z,2024-02-25T14:15:38.851Z,2024-07-13T07:24:58.422Z
2863,7012806778,Saidou,Bah,Saidou Bah,M,1970-12-04,+22245386882,saidou.bah684@gmail.com,12,Adrar,ACTIVE,,ACTIVE,2023-06-02,2024-11-11T02:28:44.179Z,2023-06-02T10:13:12.639Z,2024-11-11T02:28:44.179Z
2864,9105407972,Adama,Yatabaré,Adama Yatabaré,M,1991-02-22,+22224734502,,5,Trarza,OCCASIONAL,,ACTIVE,2023-12-10,2024-04-04T18:00:32.799Z,2023-12-10T06:52:57.109Z,2024-04-04T18:00:32.799Z
2865,6702420922,El Hadji,Baldé,El Hadji Baldé,M,1967-06-13,+22248448227,elhadji.baldé867@outlook.com,2,Nouakchott-Ouest,STANDARD,,ACTIVE,2024-01-09,2024-04-13T16:54:32.560Z,2024-01-09T20:06:01.026Z,2024-04-13T16:54:32.560Z
2866,8203891911,Mounina,Mint Horma,Mounina Mint Horma,F,1982-07-17,+22247014046,,3,Nouakchott-Sud,DORMANT,,ACTIVE,2023-01-15,2023-08-24T01:02:42.814Z,2023-01-15T07:35:23.868Z,2023-08-24T01:02:42.814Z
2867,9805167095,Astou,Koné,Astou Koné,F,1998-05-12,+22225783589,astou.koné35@outlook.com,5,Trarza,DORMANT,,ACTIVE,2024-06-04,2024-08-14T00:37:16.774Z,2024-06-04T11:07:41.578Z,2024-08-14T00:37:16.774Z
2868,7406663169,Kesso,Sène,Kesso Sène,F,1974-11-04,+22223614414,,6,Brakna,STANDARD,,ACTIVE,2024-01-04,2024-06-12T23:04:26.250Z,2024-01-04T00:36:07.453Z,2024-06-12T23:04:26.250Z
2869,9610938680,Ghalia,Mint Jiddou,Ghalia Mint Jiddou,F,1996-10-24,+22232594672,ghalia.mintjiddou279@hotmail.fr,10,Hodh Ech Chargui,OCCASIONAL,,ACTIVE,2022-04-04,2024-07-16T07:26:39.958Z,2022-04-04T23:09:38.056Z,2024-07-16T07:26:39.958Z
