id,user_id,account_number,account_type,account_type_label,currency,balance,available_balance,daily_limit,monthly_limit,status,is_primary,opened_date,last_activity,created_at,updated_at
7876,7165,NW970522642,WALLET,,MRU,950,20000,500000,15000000,ACTIVE,true,2023-04-05,2024-06-17T18:42:43.854Z,2023-04-05T19:23:16.402Z,2024-06-17T18:42:43.854Z
7877,7166,NS674062013,SAVINGS,,MRU,26000,26000,500000,15000000,ACTIVE,true,2024-07-15,2024-10-08T19:42:23.070Z,2024-07-15T16:17:27.995Z,2024-10-08T19:42:23.070Z
7878,7167,NW113571763,WALLET,,MRU,48000,48000,500000,15000000,FROZEN,true,2022-08-09,2023-01-24T13:51:23.944Z,2022-08-09T05:20:38.515Z,2023-01-24T13:51:23.944Z
7879,7168,NW154734075,WALLET,,MRU,21000,21000,500000,15000000,ACTIVE,true,2024-03-14,2024-04-23T21:27:50.325Z,2024-03-14T21:42:39.132Z,2024-04-23T21:27:50.325Z
7880,7169,NW598812341,WALLET,,MRU,43000,43000,500000,15000000,DORMANT,true,2022-06-21,2022-08-24T15:30:22.888Z,2022-06-21T08:19:59.359Z,2022-08-24T15:30:22.888Z
7881,7170,NM918209672,MERCHANT,,MRU,5600,5600,500000,15000000,ACTIVE,true,2023-08-05,2024-07-05T06:16:18.858Z,2023-08-05T00:26:21.457Z,2024-07-05T06:16:18.858Z
7882,7171,NA207689523,AGENT,,MRU,19500,40000,500000,15000000,ACTIVE,true,2023-08-01,2024-06-18T17:58:06.574Z,2023-08-01T13:11:41.209Z,2024-06-18T17:58:06.574Z
7883,7172,NW138727337,WALLET,,MRU,1800,42000,500000,15000000,ACTIVE,true,2023-04-02,2024-08-14T14:36:47.966Z,2023-04-02T09:33:39.518Z,2024-08-14T14:36:47.966Z
7884,7173,NW160090923,WALLET,,MRU,4240850,46000,500000,15000000,ACTIVE,true,2022-10-03,2023-10-05T10:01:02.958Z,2022-10-03T20:06:45.337Z,2023-10-05T10:01:02.958Z
7885,7174,NW975935340,WALLET,,MRU,775,4300,500000,15000000,ACTIVE,true,2024-01-30,2024-06-04T21:55:31.011Z,2024-01-30T16:35:58.665Z,2024-06-04T21:55:31.011Z
