id,user_id,account_number,account_type,account_type_label,currency,balance,available_balance,daily_limit,monthly_limit,status,is_primary,opened_date,last_activity,created_at,updated_at
9451,8581,NW880153656,WALLET,,MRU,23000,23000,500000,15000000,ACTIVE,true,2022-04-11,2023-06-17T07:38:35.760Z,2022-04-11T18:56:34.228Z,2023-06-17T07:38:35.760Z
9452,8582,NW360193252,WALLET,,MRU,900,14000,500000,15000000,ACTIVE,true,2022-03-09,2022-04-21T14:22:49.319Z,2022-03-09T12:51:53.081Z,2022-04-21T14:22:49.319Z
9453,8583,NC494769454,CORPORATE,,MRU,14000,14000,500000,15000000,ACTIVE,true,2023-03-22,2024-02-26T22:13:46.165Z,2023-03-22T07:25:02.402Z,2024-02-26T22:13:46.165Z
9454,8584,NW661083132,WALLET,,MRU,41692,49000,500000,15000000,ACTIVE,true,2024-10-24,2024-11-14T00:51:27.238Z,2024-10-24T07:39:28.213Z,2024-11-14T00:51:27.238Z
9455,8585,NW632945806,WALLET,,MRU,24000,24000,500000,15000000,DORMANT,true,2022-04-23,2022-06-05T13:34:44.432Z,2022-04-23T21:45:19.394Z,2022-06-05T13:34:44.432Z
9456,8586,NM918876171,MERCHANT,,MRU,2950,28000,500000,15000000,ACTIVE,true,2022-04-15,2024-06-26T21:36:27.784Z,2022-04-15T13:49:39.070Z,2024-06-26T21:36:27.784Z
9457,8587,NM102411150,MERCHANT,,MRU,934500,23000,500000,15000000,ACTIVE,true,2022-03-22,2023-01-20T17:27:22.037Z,2022-03-22T05:23:25.892Z,2023-01-20T17:27:22.037Z
9458,8588,NW394546747,WALLET,,MRU,1042262,19000,500000,15000000,ACTIVE,true,2023-12-21,2024-06-08T20:18:31.796Z,2023-12-21T22:34:28.006Z,2024-06-08T20:18:31.796Z
9459,8589,NM797253847,MERCHANT,,MRU,100,8800,500000,15000000,ACTIVE,true,2023-05-24,2024-01-10T04:09:34.161Z,2023-05-24T23:42:44.052Z,2024-01-10T04:09:34.161Z
9460,8590,NW302419811,WALLET,,MRU,3300,3300,500000,15000000,ACTIVE,true,2022-03-02,2024-03-14T00:14:39.988Z,2022-03-02T01:36:28.475Z,2024-03-14T00:14:39.988Z
9461,8591,NM443051219,MERCHANT,,MRU,31200,5200,500000,15000000,ACTIVE,true,2023-08-17,2024-01-08T18:18:22.243Z,2023-08-17T00:22:50.548Z,2024-01-08T18:18:22.243Z
9462,8592,NW259780198,WALLET,,MRU,3100,3100,500000,15000000,ACTIVE,true,2022-09-18,2022-10-02T18:48:54.176Z,2022-09-18T10:50:15.671Z,2022-10-02T18:48:54.176Z
9463,8593,NW638297558,WALLET,,MRU,29000,29000,500000,15000000,FROZEN,true,2023-05-06,2024-02-03T08:46:24.641Z,2023-05-06T07:54:25.291Z,2024-02-03T08:46:24.641Z
