id,nni,first_name,last_name,full_name,gender,birth_date,phone,email,wilaya_id,wilaya_name,profile_type,kyc_level,status,registration_date,last_login,created_at,updated_at
8575,9601712501,Kani,Mbaye,Kani Mbaye,F,1996-08-03,+22232573154,,1,Nouakchott-Nord,STANDARD,,ACTIVE,2024-05-28,2024-12-07T13:29:39.151Z,2024-05-28T07:49:43.479Z,2024-12-07T13:29:39.151Z
8576,6901246503,Zein,Ould Brahim,Zein Ould Brahim,M,1969-12-20,+22222222091,,1,Nouakchott-Nord,PREMIUM,,ACTIVE,2022-10-06,2022-11-03T22:59:34.294Z,2022-10-06T22:27:27.174Z,2022-11-03T22:59:34.294Z
8577,7004344103,Ahmed Baba,Ould Abeih,Ahmed Baba Ould Abeih,M,1970-10-05,+22222810411,,4,Dakhlet Nouadhibou,STANDARD,,ACTIVE,2022-01-11,2023-08-02T00:41:36.834Z,2022-01-11T22:10:12.189Z,2023-08-02T00:41:36.834Z
8578,9014888930,Coumba,Dia,Coumba Dia,F,1990-04-25,+22236025497,,14,Inchiri,DORMANT,,ACTIVE,2022-06-10,2023-11-04T23:39:19.505Z,2022-06-10T13:58:12.944Z,2023-11-04T23:39:19.505Z
8579,0401552366,Kiné,Diarra,Kiné Diarra,F,2004-10-15,+22233053504,,1,Nouakchott-Nord,STANDARD,,ACTIVE,2024-12-16,2024-12-19T14:48:34.041Z,2024-12-16T11:48:43.622Z,2024-12-19T14:48:34.041Z
8580,0001240287,Jemila,Mint El Hacen,Jemila Mint El Hacen,F,2000-04-17,+22224547286,,1,Nouakchott-Nord,ACTIVE,,ACTIVE,2022-04-07,2022-10-20T04:06:53.319Z,2022-04-07T14:15:42.603Z,2022-10-20T04:06:53.319Z
8581,6302633104,Sidi,Yatabaré,Sidi Yatabaré,M,1963-09-22,+22225873459,sidi.yatabaré213@gmail.com,2,Nouakchott-Ouest,STANDARD,,ACTIVE,2022-04-11,2024-06-23T01:52:55.085Z,2022-04-11T18:56:34.228Z,2024-06-23T01:52:55.085Z
8582,7503803770,Khadijetou,Ndiaye,Khadijetou Ndiaye,F,1975-03-23,+22225161545,,3,Nouakchott-Sud,OCCASIONAL,,ACTIVE,2022-03-09,2023-10-11T05:39:29.942Z,2022-03-09T12:51:53.081Z,2023-10-11T05:39:29.942Z
8583,6506153488,Minetou,Mint Mohamed,Minetou Mint Mohamed,F,1965-09-03,+22245259814,,6,Brakna,DORMANT,,ACTIVE,2023-03-22,2023-05-21T01:56:59.744Z,2023-03-22T07:25:02.402Z,2023-05-21T01:56:59.744Z
8584,8005947991,Dah,Ould Vall,Dah Ould Vall,M,1980-03-10,+22223398100,,5,Trarza,DORMANT,,INACTIVE,2024-10-24,2024-12-13T20:57:29.287Z,2024-10-24T07:39:28.213Z,2024-12-13T20:57:29.287Z
8585,6604194112,Safiya,Mint Horma,Safiya Mint Horma,F,1966-06-19,+22225956582,,4,Dakhlet Nouadhibou,ACTIVE,,ACTIVE,2022-04-23,2023-02-06T03:54:58.697Z,2022-04-23T21:45:19.394Z,2023-02-06T03:54:58.697Z
8586,9203076603,Aminetou,Sall,Aminetou Sall,F,1992-03-01,+22236902915,,3,Nouakchott-Sud,STANDARD,,ACTIVE,2022-04-15,2024-08-12T05:28:09.064Z,2022-04-15T13:49:39.070Z,2024-08-12T05:28:09.064Z
8587,9401538752,Ibrahima,Fall,Ibrahima Fall,M,1994-04-03,+22223865901,ibrahima.fall22@hotmail.fr,1,Nouakchott-Nord,STANDARD,,ACTIVE,2022-03-22,2022-10-07T17:13:29.605Z,2022-03-22T05:23:25.892Z,2022-10-07T17:13:29.605Z
8588,7702787402,Vatma,Mint Abdallah,Vatma Mint Abdallah,F,1977-11-07,+22233488006,vatma.mintabdallah127@yahoo.fr,2,Nouakchott-Ouest,OCCASIONAL,,PENDING_KYC,2023-12-21,2024-11-16T20:02:08.036Z,2023-12-21T22:34:28.006Z,2024-11-16T20:02:08.036Z
8589,9914793406,Abdourahmane,Kane,Abdourahmane Kane,M,1999-07-06,+22222613655,,14,Inchiri,DORMANT,,PENDING_KYC,2023-05-24,2024-02-03T02:29:59.036Z,2023-05-24T23:42:44.052Z,2024-02-03T02:29:59.036Z
8590,0201781953,Rokaya,Wane,Rokaya Wane,F,2002-08-08,+22223524187,,1,Nouakchott-Nord,OCCASIONAL,,ACTIVE,2022-03-02,2024-12-08T20:36:38.863Z,2022-03-02T01:36:28.475Z,2024-12-08T20:36:38.863Z
8591,9801310091,Kalidou,Sène,Kalidou Sène,M,1998-12-16,+22235410593,kalidou.sène488@hotmail.fr,1,Nouakchott-Nord,STANDARD,,ACTIVE,2023-08-17,2023-12-07T13:37:14.893Z,2023-08-17T00:22:50.548Z,2023-12-07T13:37:14.893Z
8592,6614169980,Fodé,Tall,Fodé Tall,M,1966-10-22,+22223207343,,14,Inchiri,ACTIVE,,ACTIVE,2022-09-18,2023-09-17T23:27:34.025Z,2022-09-18T10:50:15.671Z,2023-09-17T23:27:34.025Z
8593,6206806334,Taleb,Niang,Taleb Niang,M,1962-05-08,+22225411827,taleb.niang19@hotmail.fr,6,Brakna,STANDARD,,ACTIVE,2023-05-06,2023-07-20T14:14:46.331Z,2023-05-06T07:54:25.291Z,2023-07-20T14:14:46.331Z
8594,9003523541,Yacoub,Ould Khatri,Yacoub Ould Khatri,M,1990-11-21,+22224439478,,3,Nouakchott-Sud,STANDARD,,ACTIVE,2024-04-13,2024-06-04T16:29:12.087Z,2024-04-13T04:34:00.834Z,2024-06-04T16:29:12.087Z
8595,0503963365,Mody,Sène,Mody Sène,M,2005-12-27,+22235051232,,3,Nouakchott-Sud,STANDARD,,ACTIVE,2022-08-03,2024-05-11T14:23:04.150Z,2022-08-03T02:10:55.761Z,2024-05-11T14:23:04.150Z
8596,6706232219,Sidi,Ould Hadrami,Sidi Ould Hadrami,M,1967-07-13,+22233989426,,6,Brakna,OCCASIONAL,,ACTIVE,2024-11-05,2024-12-06T13:54:34.666Z,2024-11-05T21:29:33.091Z,2024-12-06T13:54:34.666Z
8597,8408391575,Dialika,Sissoko,Dialika Sissoko,F,1984-12-01,+22225778444,dialika.sissoko91@outlook.com,8,Guidimaka,STANDARD,,ACTIVE,2023-12-08,2024-09-11T16:31:59.148Z,2023-12-08T17:08:17.928Z,2024-09-11T16:31:59.148Z
8598,7206830107,Halima,Mint Maloum,Halima Mint Maloum,F,1972-06-10,+22225988773,halima.mintmaloum168@gmail.com,6,Brakna,ACTIVE,,ACTIVE,2022-10-12,2022-12-04T08:53:48.797Z,2022-10-12T05:17:00.620Z,2022-12-04T08:53:48.797Z
8599,6901320078,Oumou,Mint Hamoud,Oumou Mint Hamoud,F,1969-10-06,+22224150600,,1,Nouakchott-Nord,STANDARD,,PENDING_KYC,2022-02-23,2024-08-11T18:44:59.384Z,2022-02-23T00:44:44.779Z,2024-08-11T18:44:59.384Z
8600,6804776390,Cheibany,Koita,Cheibany Koita,M,1968-09-09,+22233885845,cheibany.koita221@gmail.com,4,Dakhlet Nouadhibou,STANDARD,,ACTIVE,2023-05-22,2024-03-07T01:28:43.854Z,2023-05-22T13:19:41.936Z,2024-03-07T01:28:43.854Z
8601,8705079769,Saad,Ould Messoud,Saad Ould Messoud,M,1987-06-01,+22224176853,,5,Trarza,OCCASIONAL,,PENDING_KYC,2023-02-19,2023-10-02T22:55:49.544Z,2023-02-19T19:48:50.963Z,2023-10-02T22:55:49.544Z
8602,6103469492,Jemila,Mint Moulaye,Jemila Mint Moulaye,F,1961-10-20,+22241375243,,3,Nouakchott-Sud,ACTIVE,,ACTIVE,2022-08-29,2023-01-02T23:29:42.246Z,2022-08-29T16:46:45.639Z,2023-01-02T23:29:42.246Z
8603,9403727518,Karounga,Fall,Karounga Fall,M,1994-08-27,+22245889580,karounga.fall186@yahoo.fr,3,Nouakchott-Sud,ACTIVE,,INACTIVE,2023-04-09,2024-02-26T22:13:38.597Z,2023-04-09T22:26:51.583Z,2024-02-26T22:13:38.597Z
8604,0304808452,Diakaridia,Sissoko,Diakaridia Sissoko,M,2003-05-25,+22242680486,,4,Dakhlet Nouadhibou,OCCASIONAL,,ACTIVE,2023-10-04,2024-07-27T11:30:01.024Z,2023-10-04T19:24:56.010Z,2024-07-27T11:30:01.024Z
8605,0303276427,Sambou,Dramé,Sambou Dramé,M,2003-04-15,+22241983869,sambou.dramé742@yahoo.fr,3,Nouakchott-Sud,STANDARD,,ACTIVE,2024-10-19,2024-12-08T14:08:17.440Z,2024-10-19T08:25:44.286Z,2024-12-08T14:08:17.440Z
8606,8302111477,Bintou,Sall,Bintou Sall,F,1983-10-10,+22234340195,,2,Nouakchott-Ouest,OCCASIONAL,,PENDING_KYC,2022-07-20,2023-12-09T06:05:08.519Z,2022-07-20T11:20:06.114Z,2023-12-09T06:05:08.519Z
8607,8905669261,Mounina,Baldé,Mounina Baldé,F,1989-11-20,+22223681294,,5,Trarza,OCCASIONAL,,ACTIVE,2024-04-16,2024-04-24T03:00:45.163Z,2024-04-16T00:11:47.951Z,2024-04-24T03:00:45.163Z
8608,0502471021,Coumba,Ndour,Coumba Ndour,F,2005-08-21,+22223722073,,2,Nouakchott-Ouest,ACTIVE,,ACTIVE,2024-12-06,2024-12-12T03:10:19.418Z,2024-12-06T21:22:53.214Z,2024-12-12T03:10:19.418Z
8609,6312852434,Isselmou,Ould El Mamy,Isselmou Ould El Mamy,M,1963-02-04,+22222136859,,12,Adrar,ACTIVE,,ACTIVE,2023-07-20,2024-03-25T01:24:40.067Z,2023-07-20T03:36:49.242Z,2024-03-25T01:24:40.067Z
8610,9101326620,Kelthoum,Diarra,Kelthoum Diarra,F,1991-03-17,+22223181806,kelthoum.diarra445@outlook.com,1,Nouakchott-Nord,PREMIUM,,ACTIVE,2024-02-01,2024-12-01T15:53:04.550Z,2024-02-01T10:51:18.386Z,2024-12-01T15:53:04.550Z
8611,0507703002,Abdel Kader,Ould Habiboullah,Abdel Kader Ould Habiboullah,M,2005-08-28,+22224421584,abdelkader.ouldhabiboullah768@outlook.com,7,Gorgol,OCCASIONAL,,ACTIVE,2024-03-06,2024-11-28T23:45:25.394Z,2024-03-06T19:38:20.143Z,2024-11-28T23:45:25.394Z
8612,0011011992,Hamoud,Yatabaré,Hamoud Yatabaré,M,2000-07-19,+22236124566,hamoud.yatabaré350@outlook.com,11,Hodh El Gharbi,ACTIVE,,ACTIVE,2023-01-30,2023-05-11T07:45:12.112Z,2023-01-30T09:15:41.458Z,2023-05-11T07:45:12.112Z
8613,0002189123,Binta,Ndiaye,Binta Ndiaye,F,2000-07-23,+22224986864,binta.ndiaye906@gmail.com,2,Nouakchott-Ouest,STANDARD,,ACTIVE,2024-01-07,2024-02-28T13:51:36.409Z,2024-01-07T17:36:45.141Z,2024-02-28T13:51:36.409Z
8614,0204256650,Leila,Kanouté,Leila Kanouté,F,2002-04-03,+22237283273,,4,Dakhlet Nouadhibou,DORMANT,,ACTIVE,2024-11-26,2024-12-24T07:17:45.745Z,2024-11-26T10:33:38.952Z,2024-12-24T07:17:45.745Z
8615,7206579365,Mahfoudh,Ould Bouha,Mahfoudh Ould Bouha,M,1972-12-28,+22223569418,,6,Brakna,ACTIVE,,ACTIVE,2024-12-01,2024-12-01T18:20:52.287Z,2024-12-01T08:29:45.001Z,2024-12-01T18:20:52.287Z
