id,user_id,account_number,account_type,account_type_label,currency,balance,available_balance,daily_limit,monthly_limit,status,is_primary,opened_date,last_activity,created_at,updated_at
6301,5722,NW093317300,WALLET,,MRU,224000,224000,500000,15000000,ACTIVE,true,2023-01-17,2023-02-19T06:52:58.535Z,2023-01-17T04:25:50.884Z,2023-02-19T06:52:58.535Z
6302,5722,NS818130970,SAVINGS,,MRU,687000,687000,500000,15000000,ACTIVE,false,2023-01-17,2023-09-14T06:41:55.828Z,2023-01-17T04:25:50.884Z,2023-09-14T06:41:55.828Z
6303,5723,NS655910969,SAVINGS,,MRU,22000,22000,500000,15000000,ACTIVE,true,2023-09-11,2024-03-20T05:03:46.476Z,2023-09-11T10:26:13.637Z,2024-03-20T05:03:46.476Z
6304,5724,NW471428394,WALLET,,MRU,3000,10000,500000,15000000,ACTIVE,true,2024-05-29,2024-12-02T17:27:34.424Z,2024-05-29T06:35:19.256Z,2024-12-02T17:27:34.424Z
6305,5725,NW513174921,WALLET,,MRU,14000,14000,500000,15000000,DORMANT,true,2023-10-09,2024-12-06T16:37:53.166Z,2023-10-09T04:51:50.163Z,2024-12-06T16:37:53.166Z
6306,5726,NA053904294,AGENT,,MRU,44000,44000,500000,15000000,ACTIVE,true,2024-12-27,2024-12-30T08:54:22.889Z,2024-12-27T12:55:48.553Z,2024-12-30T08:54:22.889Z
6307,5727,NA719742417,AGENT,,MRU,1250,20000,500000,15000000,ACTIVE,true,2024-01-31,2024-08-02T15:31:47.474Z,2024-01-31T10:36:28.305Z,2024-08-02T15:31:47.474Z
6308,5728,NW122221261,WALLET,,MRU,6954,2800,500000,15000000,ACTIVE,true,2024-09-07,2024-11-04T06:56:53.819Z,2024-09-07T09:33:33.750Z,2024-11-04T06:56:53.819Z
6309,5729,NW947348267,WALLET,,MRU,681,12000,500000,15000000,ACTIVE,true,2023-06-01,2024-02-29T22:18:03.456Z,2023-06-01T06:22:32.420Z,2024-02-29T22:18:03.456Z
6310,5730,NW735518336,WALLET,,MRU,16061,14000,500000,15000000,ACTIVE,true,2022-05-23,2023-12-11T01:41:16.467Z,2022-05-23T22:35:29.585Z,2023-12-11T01:41:16.467Z
6311,5731,NW476909429,WALLET,,MRU,271,26000,500000,15000000,ACTIVE,true,2022-01-27,2024-11-28T07:27:00.917Z,2022-01-27T00:23:14.645Z,2024-11-28T07:27:00.917Z
6312,5732,NW378836155,WALLET,,MRU,1500,10000,500000,15000000,ACTIVE,true,2024-08-22,2024-10-03T06:52:25.895Z,2024-08-22T21:30:20.363Z,2024-10-03T06:52:25.895Z
6313,5733,NC582163334,CORPORATE,,MRU,1100,1100,500000,15000000,ACTIVE,true,2023-03-07,2024-12-23T02:44:50.887Z,2023-03-07T05:17:44.987Z,2024-12-23T02:44:50.887Z
6314,5734,NS597139120,SAVINGS,,MRU,34000,8000,500000,15000000,ACTIVE,true,2022-01-15,2022-08-27T03:07:14.181Z,2022-01-15T20:43:43.485Z,2022-08-27T03:07:14.181Z
6315,5735,NW760907322,WALLET,,MRU,148,30000,500000,15000000,ACTIVE,true,2024-08-21,2024-10-08T20:56:02.824Z,2024-08-21T22:01:10.873Z,2024-10-08T20:56:02.824Z
6316,5736,NW187815100,WALLET,,MRU,95600,38000,500000,15000000,ACTIVE,true,2023-12-10,2023-12-11T22:33:34.647Z,2023-12-10T05:05:26.006Z,2023-12-11T22:33:34.647Z
6317,5737,NW758422136,WALLET,,MRU,8900,8900,500000,15000000,ACTIVE,true,2023-10-27,2023-12-08T05:28:34.783Z,2023-10-27T14:50:00.899Z,2023-12-08T05:28:34.783Z
6318,5738,NA769641518,AGENT,,MRU,4600,4600,500000,15000000,DORMANT,true,2024-03-06,2024-05-27T15:31:36.161Z,2024-03-06T19:38:20.143Z,2024-05-27T15:31:36.161Z
6319,5739,NW816065788,WALLET,,MRU,700,700,500000,15000000,ACTIVE,true,2023-02-09,2024-03-30T03:30:52.211Z,2023-02-09T02:07:49.087Z,2024-03-30T03:30:52.211Z
6320,5740,NW828214675,WALLET,,MRU,75,2600,500000,15000000,ACTIVE,true,2024-08-08,2024-11-25T07:41:07.162Z,2024-08-08T17:28:09.694Z,2024-11-25T07:41:07.162Z
6321,5741,NS567916393,SAVINGS,,MRU,24000,24000,500000,15000000,ACTIVE,true,2024-02-24,2024-12-02T08:59:25.824Z,2024-02-24T07:17:20.216Z,2024-12-02T08:59:25.824Z
6322,5742,NW466860652,WALLET,,MRU,950,950,500000,15000000,ACTIVE,true,2024-01-23,2024-05-30T01:31:04.696Z,2024-01-23T01:30:23.961Z,2024-05-30T01:31:04.696Z
6323,5743,NM219816565,MERCHANT,,MRU,40500,46000,500000,15000000,ACTIVE,true,2024-05-28,2024-12-24T07:13:53.833Z,2024-05-28T00:43:13.351Z,2024-12-24T07:13:53.833Z
6324,5744,NW267916232,WALLET,,MRU,2675,29000,500000,15000000,ACTIVE,true,2022-08-27,2023-12-23T17:56:13.770Z,2022-08-27T14:58:14.293Z,2023-12-23T17:56:13.770Z
6325,5745,NW640602469,WALLET,,MRU,7650,27000,500000,15000000,ACTIVE,true,2024-05-13,2024-08-16T22:06:45.970Z,2024-05-13T15:05:19.901Z,2024-08-16T22:06:45.970Z
6326,5746,NW901910663,WALLET,,MRU,49000,49000,500000,15000000,ACTIVE,true,2022-05-23,2024-09-18T20:18:11.711Z,2022-05-23T09:30:20.742Z,2024-09-18T20:18:11.711Z
6327,5747,NC600041866,CORPORATE,,MRU,19750,2200,500000,15000000,ACTIVE,true,2022-03-02,2023-12-03T10:53:49.179Z,2022-03-02T06:39:51.413Z,2023-12-03T10:53:49.179Z
6328,5748,NW184415102,WALLET,,MRU,275,8100,500000,15000000,ACTIVE,true,2024-11-09,2024-11-19T11:10:15.692Z,2024-11-09T07:57:50.454Z,2024-11-19T11:10:15.692Z
6329,5749,NW062260627,WALLET,,MRU,1249000,49000,500000,15000000,ACTIVE,true,2023-07-12,2024-05-20T10:41:43.669Z,2023-07-12T03:15:56.056Z,2024-05-20T10:41:43.669Z
6330,5750,NW664366752,WALLET,,MRU,220806,21000,500000,15000000,ACTIVE,true,2024-05-06,2024-10-05T21:58:33.503Z,2024-05-06T15:52:17.235Z,2024-10-05T21:58:33.503Z
6331,5751,NW510242969,WALLET,,MRU,38000,38000,500000,15000000,ACTIVE,true,2022-01-07,2024-04-04T12:16:12.622Z,2022-01-07T16:32:51.479Z,2024-04-04T12:16:12.622Z
6332,5752,NS934869647,SAVINGS,,MRU,55500,41000,500000,15000000,ACTIVE,true,2022-07-30,2022-11-02T17:53:00.159Z,2022-07-30T21:20:25.238Z,2022-11-02T17:53:00.159Z
