id,nni,first_name,last_name,full_name,gender,birth_date,phone,email,wilaya_id,wilaya_name,profile_type,kyc_level,status,registration_date,last_login,created_at,updated_at
5717,8603431612,Abdellahi,Ould Bouha,Abdellahi Ould Bouha,M,1986-08-07,+22232759813,,3,Nouakchott-Sud,STANDARD,,SUSPENDED,2022-03-06,2022-11-01T08:28:56.473Z,2022-03-06T11:46:56.340Z,2022-11-01T08:28:56.473Z
5718,8001760901,Ibrahima,Sissoko,Ibrahima Sissoko,M,1980-10-16,+22233521916,ibrahima.sissoko823@outlook.com,1,Nouakchott-Nord,ACTIVE,,ACTIVE,2024-01-24,2024-08-31T08:09:33.087Z,2024-01-24T19:27:12.784Z,2024-08-31T08:09:33.087Z
5719,0302757813,Bintou,Thiam,Bintou Thiam,F,2003-12-19,+22246787994,,2,Nouakchott-Ouest,VIP,,ACTIVE,2024-02-26,2024-10-03T13:10:15.008Z,2024-02-26T13:06:19.138Z,2024-10-03T13:10:15.008Z
5720,6101225759,Malick,Bathily,Malick Bathily,M,1961-06-17,+22224135187,,1,Nouakchott-Nord,OCCASIONAL,,SUSPENDED,2022-09-20,2022-12-07T23:27:38.465Z,2022-09-20T08:24:27.677Z,2022-12-07T23:27:38.465Z
5721,9404775691,Fatoumata,Bâ,Fatoumata Bâ,F,1994-02-06,+22234172015,,4,Dakhlet Nouadhibou,ACTIVE,,ACTIVE,2023-06-04,2024-02-16T17:17:53.478Z,2023-06-04T04:15:11.611Z,2024-02-16T17:17:53.478Z
5722,7601465100,Mbarka,Mint Dah,Mbarka Mint Dah,F,1976-06-02,+22241297736,,1,Nouakchott-Nord,VIP,,INACTIVE,2023-01-17,2024-10-01T22:39:22.649Z,2023-01-17T04:25:50.884Z,2024-10-01T22:39:22.649Z
5723,7305647743,Tekber,Sakho,Tekber Sakho,F,1973-06-09,+22225993503,,5,Trarza,ACTIVE,,ACTIVE,2023-09-11,2024-11-20T10:14:29.283Z,2023-09-11T10:26:13.637Z,2024-11-20T10:14:29.283Z
5724,0002589172,Bintou,Barry,Bintou Barry,F,2000-03-07,+22223491985,bintou.barry94@yahoo.fr,2,Nouakchott-Ouest,OCCASIONAL,,BLOCKED,2024-05-29,2024-08-07T17:00:56.271Z,2024-05-29T06:35:19.256Z,2024-08-07T17:00:56.271Z
5725,8115330988,Limam,Ould El Mokhtar,Limam Ould El Mokhtar,M,1981-03-15,+22223206701,,15,Tiris Zemmour,OCCASIONAL,,ACTIVE,2023-10-09,2024-03-21T09:20:19.202Z,2023-10-09T04:51:50.163Z,2024-03-21T09:20:19.202Z
5726,7203640608,Moussa,Kane,Moussa Kane,M,1972-10-16,+22224411860,,3,Nouakchott-Sud,ACTIVE,,PENDING_KYC,2024-12-27,2024-12-29T14:46:31.941Z,2024-12-27T12:55:48.553Z,2024-12-29T14:46:31.941Z
5727,8315502419,Ely,Diagana,Ely Diagana,M,1983-02-06,+22236354049,ely.diagana55@gmail.com,15,Tiris Zemmour,STANDARD,,BLOCKED,2024-01-31,2024-07-04T01:54:43.078Z,2024-01-31T10:36:28.305Z,2024-07-04T01:54:43.078Z
5728,8602837891,Diakaridia,Diarra,Diakaridia Diarra,M,1986-08-13,+22234626736,,2,Nouakchott-Ouest,OCCASIONAL,,ACTIVE,2024-09-07,2024-09-22T19:53:46.849Z,2024-09-07T09:33:33.750Z,2024-09-22T19:53:46.849Z
5729,7903182864,Defa,Mint Abeih,Defa Mint Abeih,F,1979-06-12,+22225876739,,3,Nouakchott-Sud,OCCASIONAL,,ACTIVE,2023-06-01,2023-06-10T17:55:24.546Z,2023-06-01T06:22:32.420Z,2023-06-10T17:55:24.546Z
5730,8003483185,Wedadi,Ould Isselmou,Wedadi Ould Isselmou,M,1980-12-08,+22235637446,wedadi.ouldisselmou899@outlook.com,3,Nouakchott-Sud,STANDARD,,ACTIVE,2022-05-23,2024-05-29T13:49:10.699Z,2022-05-23T22:35:29.585Z,2024-05-29T13:49:10.699Z
5731,0003779691,Mariem,Mint Abdallah,Mariem Mint Abdallah,F,2000-10-01,+22225645013,mariem.mintabdallah743@outlook.com,3,Nouakchott-Sud,STANDARD,,PENDING_KYC,2022-01-27,2024-02-22T17:22:34.033Z,2022-01-27T00:23:14.645Z,2024-02-22T17:22:34.033Z
5732,7605062635,Sidi,Wane,Sidi Wane,M,1976-09-06,+22249479484,,5,Trarza,ACTIVE,,ACTIVE,2024-08-22,2024-08-25T23:17:26.310Z,2024-08-22T21:30:20.363Z,2024-08-25T23:17:26.310Z
5733,9701697492,Cheikhna,Ould El Hacen,Cheikhna Ould El Hacen,M,1997-06-09,+22222852437,cheikhna.ouldelhacen374@yahoo.fr,1,Nouakchott-Nord,STANDARD,,ACTIVE,2023-03-07,2024-01-28T17:48:47.147Z,2023-03-07T05:17:44.987Z,2024-01-28T17:48:47.147Z
5734,7101968710,Abdel Kader,Ndiaye,Abdel Kader Ndiaye,M,1971-10-10,+22234218231,abdelkader.ndiaye524@gmail.com,1,Nouakchott-Nord,OCCASIONAL,,ACTIVE,2022-01-15,2024-12-06T16:40:27.599Z,2022-01-15T20:43:43.485Z,2024-12-06T16:40:27.599Z
5735,6701001465,Ténin,Sissoko,Ténin Sissoko,F,1967-01-12,+22244208207,,1,Nouakchott-Nord,STANDARD,,ACTIVE,2024-08-21,2024-08-27T22:47:00.770Z,2024-08-21T22:01:10.873Z,2024-08-27T22:47:00.770Z
5736,8008258528,Defa,Mint Mohamed,Defa Mint Mohamed,F,1980-10-01,+22222746642,,8,Guidimaka,STANDARD,,ACTIVE,2023-12-10,2024-01-25T11:51:53.545Z,2023-12-10T05:05:26.006Z,2024-01-25T11:51:53.545Z
5737,9104917696,Coumba,Thiaw,Coumba Thiaw,F,1991-11-18,+22222900128,,4,Dakhlet Nouadhibou,OCCASIONAL,,ACTIVE,2023-10-27,2024-04-10T20:40:34.496Z,2023-10-27T14:50:00.899Z,2024-04-10T20:40:34.496Z
5738,9415709522,Lemrabott,Ould El Ghassem,Lemrabott Ould El Ghassem,M,1994-04-10,+22222768598,,15,Tiris Zemmour,OCCASIONAL,,ACTIVE,2024-03-06,2024-11-28T23:45:25.394Z,2024-03-06T19:38:20.143Z,2024-11-28T23:45:25.394Z
5739,0011209812,Hamoud,Yatabaré,Hamoud Yatabaré,M,2000-07-19,+22224819121,hamoud.yatabaré288@yahoo.fr,11,Hodh El Gharbi,ACTIVE,,INACTIVE,2023-02-09,2023-10-15T22:25:06.500Z,2023-02-09T02:07:49.087Z,2023-10-15T22:25:06.500Z
5740,7703388141,Maimouna,Diop,Maimouna Diop,F,1977-03-25,+22232501964,maimouna.diop189@yahoo.fr,3,Nouakchott-Sud,ACTIVE,,ACTIVE,2024-08-08,2024-10-10T12:43:12.240Z,2024-08-08T17:28:09.694Z,2024-10-10T12:43:12.240Z
5741,7902777953,Souleymane,Ould El Mamy,Souleymane Ould El Mamy,M,1979-07-09,+22232596480,souleymane.ouldelmamy25@hotmail.fr,2,Nouakchott-Ouest,ACTIVE,,ACTIVE,2024-02-24,2024-07-26T18:33:38.800Z,2024-02-24T07:17:20.216Z,2024-07-26T18:33:38.800Z
5742,6904827310,Horma,Ould El Mokhtar,Horma Ould El Mokhtar,M,1969-10-06,+22242325569,horma.ouldelmokhtar570@yahoo.fr,4,Dakhlet Nouadhibou,STANDARD,,ACTIVE,2024-01-23,2024-09-24T03:26:37.433Z,2024-01-23T01:30:23.961Z,2024-09-24T03:26:37.433Z
